muni_join,uf_join,id_municipio,manual,atencao,existia_1991,existia_2000,existia_2010
ibiracu,ES,3202504,FALSE,FALSE,1,1,1
ibitirama,ES,3202553,FALSE,FALSE,1,1,1
iconha,ES,3202603,FALSE,FALSE,1,1,1
irupi,ES,3202652,FALSE,FALSE,0,1,1
itaguacu,ES,3202702,FALSE,FALSE,1,1,1
itapemirim,ES,3202801,FALSE,FALSE,1,1,1
itarana,ES,3202900,FALSE,FALSE,1,1,1
iuna,ES,3203007,FALSE,FALSE,1,1,1
jaguare,ES,3203056,FALSE,FALSE,1,1,1
jeronimo monteiro,ES,3203106,FALSE,FALSE,1,1,1
joao neiva,ES,3203130,FALSE,FALSE,1,1,1
laranja da terra,ES,3203163,FALSE,FALSE,1,1,1
linhares,ES,3203205,FALSE,FALSE,1,1,1
mantenopolis,ES,3203304,FALSE,FALSE,1,1,1
marataizes,ES,3203320,FALSE,FALSE,0,1,1
marechal floriano,ES,3203346,FALSE,FALSE,0,1,1
marilandia,ES,3203353,FALSE,FALSE,1,1,1
mimoso do sul,ES,3203403,FALSE,FALSE,1,1,1
montanha,ES,3203502,FALSE,FALSE,1,1,1
mucurici,ES,3203601,FALSE,FALSE,1,1,1
muniz freire,ES,3203700,FALSE,FALSE,1,1,1
muqui,ES,3203809,FALSE,FALSE,1,1,1
nova venecia,ES,3203908,FALSE,FALSE,1,1,1
pancas,ES,3204005,FALSE,FALSE,1,1,1
pedro canario,ES,3204054,FALSE,FALSE,1,1,1
pinheiros,ES,3204104,FALSE,FALSE,1,1,1
piuma,ES,3204203,FALSE,FALSE,1,1,1
ponto belo,ES,3204252,FALSE,FALSE,0,1,1
presidente kennedy,ES,3204302,FALSE,FALSE,1,1,1
rio bananal,ES,3204351,FALSE,FALSE,1,1,1
rio novo do sul,ES,3204401,FALSE,FALSE,1,1,1
santa leopoldina,ES,3204500,FALSE,FALSE,1,1,1
santa maria de jetiba,ES,3204559,FALSE,FALSE,1,1,1
santa teresa,ES,3204609,FALSE,FALSE,1,1,1
sao domingos do norte,ES,3204658,FALSE,FALSE,0,1,1
sao gabriel da palha,ES,3204708,FALSE,FALSE,1,1,1
sao jose do calcado,ES,3204807,FALSE,FALSE,1,1,1
sao mateus,ES,3204906,FALSE,FALSE,1,1,1
sao roque do canaa,ES,3204955,FALSE,FALSE,0,1,1
serra,ES,3205002,FALSE,FALSE,1,1,1
sooretama,ES,3205010,FALSE,FALSE,0,1,1
vargem alta,ES,3205036,FALSE,FALSE,1,1,1
venda nova do imigrante,ES,3205069,FALSE,FALSE,1,1,1
viana,ES,3205101,FALSE,FALSE,1,1,1
vila pavao,ES,3205150,FALSE,FALSE,0,1,1
vila valerio,ES,3205176,FALSE,FALSE,0,1,1
vila velha,ES,3205200,FALSE,FALSE,1,1,1
vitoria,ES,3205309,FALSE,FALSE,1,1,1
angra dos reis,RJ,3300100,FALSE,FALSE,1,1,1
aperibe,RJ,3300159,FALSE,FALSE,0,1,1
araruama,RJ,3300209,FALSE,FALSE,1,1,1
areal,RJ,3300225,FALSE,FALSE,0,1,1
armacao dos buzios,RJ,3300233,FALSE,FALSE,0,1,1
arraial do cabo,RJ,3300258,FALSE,FALSE,1,1,1
barra do pirai,RJ,3300308,FALSE,FALSE,1,1,1
barra mansa,RJ,3300407,FALSE,FALSE,1,1,1
belford roxo,RJ,3300456,FALSE,FALSE,0,1,1
bom jardim,RJ,3300506,FALSE,FALSE,1,1,1
bom jesus do itabapoana,RJ,3300605,FALSE,FALSE,1,1,1
cabo frio,RJ,3300704,FALSE,FALSE,1,1,1
cachoeiras de macacu,RJ,3300803,FALSE,FALSE,1,1,1
cambuci,RJ,3300902,FALSE,FALSE,1,1,1
carapebus,RJ,3300936,FALSE,FALSE,0,1,1
comendador levy gasparian,RJ,3300951,FALSE,FALSE,0,1,1
campos dos goytacazes,RJ,3301009,FALSE,FALSE,1,1,1
cantagalo,RJ,3301108,FALSE,FALSE,1,1,1
cardoso moreira,RJ,3301157,FALSE,FALSE,0,1,1
carmo,RJ,3301207,FALSE,FALSE,1,1,1
casimiro de abreu,RJ,3301306,FALSE,FALSE,1,1,1
conceicao de macabu,RJ,3301405,FALSE,FALSE,1,1,1
cordeiro,RJ,3301504,FALSE,FALSE,1,1,1
duas barras,RJ,3301603,FALSE,FALSE,1,1,1
duque de caxias,RJ,3301702,FALSE,FALSE,1,1,1
engenheiro paulo de frontin,RJ,3301801,FALSE,FALSE,1,1,1
guapimirim,RJ,3301850,FALSE,FALSE,0,1,1
iguaba grande,RJ,3301876,FALSE,FALSE,0,1,1
itaborai,RJ,3301900,FALSE,FALSE,1,1,1
itaguai,RJ,3302007,FALSE,FALSE,1,1,1
italva,RJ,3302056,FALSE,FALSE,1,1,1
itaocara,RJ,3302106,FALSE,FALSE,1,1,1
itaperuna,RJ,3302205,FALSE,FALSE,1,1,1
itatiaia,RJ,3302254,FALSE,FALSE,1,1,1
japeri,RJ,3302270,FALSE,FALSE,0,1,1
laje do muriae,RJ,3302304,FALSE,FALSE,1,1,1
macae,RJ,3302403,FALSE,FALSE,1,1,1
macuco,RJ,3302452,FALSE,FALSE,0,1,1
mage,RJ,3302502,FALSE,FALSE,1,1,1
mangaratiba,RJ,3302601,FALSE,FALSE,1,1,1
marica,RJ,3302700,FALSE,FALSE,1,1,1
mendes,RJ,3302809,FALSE,FALSE,1,1,1
mesquita,RJ,3302858,FALSE,FALSE,0,0,1
miguel pereira,RJ,3302908,FALSE,FALSE,1,1,1
miracema,RJ,3303005,FALSE,FALSE,1,1,1
natividade,RJ,3303104,FALSE,FALSE,1,1,1
nilopolis,RJ,3303203,FALSE,FALSE,1,1,1
niteroi,RJ,3303302,FALSE,FALSE,1,1,1
nova friburgo,RJ,3303401,FALSE,FALSE,1,1,1
nova iguacu,RJ,3303500,FALSE,FALSE,1,1,1
paracambi,RJ,3303609,FALSE,FALSE,1,1,1
paraiba do sul,RJ,3303708,FALSE,FALSE,1,1,1
paraty,RJ,3303807,FALSE,FALSE,1,1,1
paty do alferes,RJ,3303856,FALSE,FALSE,1,1,1
petropolis,RJ,3303906,FALSE,FALSE,1,1,1
pinheiral,RJ,3303955,FALSE,FALSE,0,1,1
pirai,RJ,3304003,FALSE,FALSE,1,1,1
porciuncula,RJ,3304102,FALSE,FALSE,1,1,1
porto real,RJ,3304110,FALSE,FALSE,0,1,1
quatis,RJ,3304128,FALSE,FALSE,0,1,1
queimados,RJ,3304144,FALSE,FALSE,0,1,1
quissama,RJ,3304151,FALSE,FALSE,1,1,1
resende,RJ,3304201,FALSE,FALSE,1,1,1
rio bonito,RJ,3304300,FALSE,FALSE,1,1,1
rio claro,RJ,3304409,FALSE,FALSE,1,1,1
rio das flores,RJ,3304508,FALSE,FALSE,1,1,1
rio das ostras,RJ,3304524,FALSE,FALSE,0,1,1
rio de janeiro,RJ,3304557,FALSE,FALSE,1,1,1
santa maria madalena,RJ,3304607,FALSE,FALSE,1,1,1
santo antonio de padua,RJ,3304706,FALSE,FALSE,1,1,1
sao francisco de itabapoana,RJ,3304755,FALSE,FALSE,0,1,1
sao fidelis,RJ,3304805,FALSE,FALSE,1,1,1
sao goncalo,RJ,3304904,FALSE,FALSE,1,1,1
sao joao da barra,RJ,3305000,FALSE,FALSE,1,1,1
sao joao de meriti,RJ,3305109,FALSE,FALSE,1,1,1
sao jose de uba,RJ,3305133,FALSE,FALSE,0,1,1
sao jose do vale do rio preto,RJ,3305158,FALSE,FALSE,1,1,1
sao pedro da aldeia,RJ,3305208,FALSE,FALSE,1,1,1
sao sebastiao do alto,RJ,3305307,FALSE,FALSE,1,1,1
sapucaia,RJ,3305406,FALSE,FALSE,1,1,1
saquarema,RJ,3305505,FALSE,FALSE,1,1,1
seropedica,RJ,3305554,FALSE,FALSE,0,1,1
silva jardim,RJ,3305604,FALSE,FALSE,1,1,1
sumidouro,RJ,3305703,FALSE,FALSE,1,1,1
tangua,RJ,3305752,FALSE,FALSE,0,1,1
teresopolis,RJ,3305802,FALSE,FALSE,1,1,1
trajano de moraes,RJ,3305901,FALSE,FALSE,1,1,1
tres rios,RJ,3306008,FALSE,FALSE,1,1,1
valenca,RJ,3306107,FALSE,FALSE,1,1,1
varre-sai,RJ,3306156,FALSE,FALSE,0,1,1
vassouras,RJ,3306206,FALSE,FALSE,1,1,1
volta redonda,RJ,3306305,FALSE,FALSE,1,1,1
adamantina,SP,3500105,FALSE,FALSE,1,1,1
adolfo,SP,3500204,FALSE,FALSE,1,1,1
aguai,SP,3500303,FALSE,FALSE,1,1,1
aguas da prata,SP,3500402,FALSE,FALSE,1,1,1
aguas de lindoia,SP,3500501,FALSE,FALSE,1,1,1
aguas de santa barbara,SP,3500550,FALSE,FALSE,1,1,1
aguas de sao pedro,SP,3500600,FALSE,FALSE,1,1,1
agudos,SP,3500709,FALSE,FALSE,1,1,1
alambari,SP,3500758,FALSE,FALSE,0,1,1
alfredo marcondes,SP,3500808,FALSE,FALSE,1,1,1
altair,SP,3500907,FALSE,FALSE,1,1,1
altinopolis,SP,3501004,FALSE,FALSE,1,1,1
alto alegre,SP,3501103,FALSE,FALSE,1,1,1
aluminio,SP,3501152,FALSE,FALSE,0,1,1
alvares florence,SP,3501202,FALSE,FALSE,1,1,1
alvares machado,SP,3501301,FALSE,FALSE,1,1,1
alvaro de carvalho,SP,3501400,FALSE,FALSE,1,1,1
alvinlandia,SP,3501509,FALSE,FALSE,1,1,1
americana,SP,3501608,FALSE,FALSE,1,1,1
americo brasiliense,SP,3501707,FALSE,FALSE,1,1,1
americo de campos,SP,3501806,FALSE,FALSE,1,1,1
amparo,SP,3501905,FALSE,FALSE,1,1,1
analandia,SP,3502002,FALSE,FALSE,1,1,1
andradina,SP,3502101,FALSE,FALSE,1,1,1
angatuba,SP,3502200,FALSE,FALSE,1,1,1
anhembi,SP,3502309,FALSE,FALSE,1,1,1
anhumas,SP,3502408,FALSE,FALSE,1,1,1
aparecida,SP,3502507,FALSE,FALSE,1,1,1
aparecida doeste,SP,3502606,FALSE,FALSE,1,1,1
apiai,SP,3502705,FALSE,FALSE,1,1,1
aracariguama,SP,3502754,FALSE,FALSE,0,1,1
aracatuba,SP,3502804,FALSE,FALSE,1,1,1
aracoiaba da serra,SP,3502903,FALSE,FALSE,1,1,1
aramina,SP,3503000,FALSE,FALSE,1,1,1
arandu,SP,3503109,FALSE,FALSE,1,1,1
arapei,SP,3503158,FALSE,FALSE,0,1,1
araraquara,SP,3503208,FALSE,FALSE,1,1,1
araras,SP,3503307,FALSE,FALSE,1,1,1
arco-iris,SP,3503356,FALSE,FALSE,0,1,1
arealva,SP,3503406,FALSE,FALSE,1,1,1
areias,SP,3503505,FALSE,FALSE,1,1,1
areiopolis,SP,3503604,FALSE,FALSE,1,1,1
ariranha,SP,3503703,FALSE,FALSE,1,1,1
artur nogueira,SP,3503802,FALSE,FALSE,1,1,1
aruja,SP,3503901,FALSE,FALSE,1,1,1
aspasia,SP,3503950,FALSE,FALSE,0,1,1
assis,SP,3504008,FALSE,FALSE,1,1,1
atibaia,SP,3504107,FALSE,FALSE,1,1,1
auriflama,SP,3504206,FALSE,FALSE,1,1,1
avai,SP,3504305,FALSE,FALSE,1,1,1
avanhandava,SP,3504404,FALSE,FALSE,1,1,1
avare,SP,3504503,FALSE,FALSE,1,1,1
bady bassitt,SP,3504602,FALSE,FALSE,1,1,1
balbinos,SP,3504701,FALSE,FALSE,1,1,1
balsamo,SP,3504800,FALSE,FALSE,1,1,1
bananal,SP,3504909,FALSE,FALSE,1,1,1
barao de antonina,SP,3505005,FALSE,FALSE,1,1,1
barbosa,SP,3505104,FALSE,FALSE,1,1,1
bariri,SP,3505203,FALSE,FALSE,1,1,1
barra bonita,SP,3505302,FALSE,FALSE,1,1,1
barra do chapeu,SP,3505351,FALSE,FALSE,0,1,1
barra do turvo,SP,3505401,FALSE,FALSE,1,1,1
barretos,SP,3505500,FALSE,FALSE,1,1,1
barrinha,SP,3505609,FALSE,FALSE,1,1,1
barueri,SP,3505708,FALSE,FALSE,1,1,1
bastos,SP,3505807,FALSE,FALSE,1,1,1
batatais,SP,3505906,FALSE,FALSE,1,1,1
bauru,SP,3506003,FALSE,FALSE,1,1,1
bebedouro,SP,3506102,FALSE,FALSE,1,1,1
bento de abreu,SP,3506201,FALSE,FALSE,1,1,1
bernardino de campos,SP,3506300,FALSE,FALSE,1,1,1
bertioga,SP,3506359,FALSE,FALSE,0,1,1
bilac,SP,3506409,FALSE,FALSE,1,1,1
birigui,SP,3506508,FALSE,FALSE,1,1,1
biritiba mirim,SP,3506607,FALSE,FALSE,1,1,1
boa esperanca do sul,SP,3506706,FALSE,FALSE,1,1,1
bocaina,SP,3506805,FALSE,FALSE,1,1,1
bofete,SP,3506904,FALSE,FALSE,1,1,1
boituva,SP,3507001,FALSE,FALSE,1,1,1
bom jesus dos perdoes,SP,3507100,FALSE,FALSE,1,1,1
bom sucesso de itarare,SP,3507159,FALSE,FALSE,0,1,1
bora,SP,3507209,FALSE,FALSE,1,1,1
boraceia,SP,3507308,FALSE,FALSE,1,1,1
borborema,SP,3507407,FALSE,FALSE,1,1,1
borebi,SP,3507456,FALSE,FALSE,0,1,1
botucatu,SP,3507506,FALSE,FALSE,1,1,1
braganca paulista,SP,3507605,FALSE,FALSE,1,1,1
brauna,SP,3507704,FALSE,FALSE,1,1,1
brejo alegre,SP,3507753,FALSE,FALSE,0,1,1
brodowski,SP,3507803,FALSE,FALSE,1,1,1
brotas,SP,3507902,FALSE,FALSE,1,1,1
buri,SP,3508009,FALSE,FALSE,1,1,1
buritama,SP,3508108,FALSE,FALSE,1,1,1
buritizal,SP,3508207,FALSE,FALSE,1,1,1
cabralia paulista,SP,3508306,FALSE,FALSE,1,1,1
cabreuva,SP,3508405,FALSE,FALSE,1,1,1
cacapava,SP,3508504,FALSE,FALSE,1,1,1
cachoeira paulista,SP,3508603,FALSE,FALSE,1,1,1
caconde,SP,3508702,FALSE,FALSE,1,1,1
cafelandia,SP,3508801,FALSE,FALSE,1,1,1
caiabu,SP,3508900,FALSE,FALSE,1,1,1
caieiras,SP,3509007,FALSE,FALSE,1,1,1
caiua,SP,3509106,FALSE,FALSE,1,1,1
cajamar,SP,3509205,FALSE,FALSE,1,1,1
cajati,SP,3509254,FALSE,FALSE,0,1,1
cajobi,SP,3509304,FALSE,FALSE,1,1,1
cajuru,SP,3509403,FALSE,FALSE,1,1,1
campina do monte alegre,SP,3509452,FALSE,FALSE,0,1,1
campinas,SP,3509502,FALSE,FALSE,1,1,1
campo limpo paulista,SP,3509601,FALSE,FALSE,1,1,1
campos do jordao,SP,3509700,FALSE,FALSE,1,1,1
campos novos paulista,SP,3509809,FALSE,FALSE,1,1,1
cananeia,SP,3509908,FALSE,FALSE,1,1,1
canas,SP,3509957,FALSE,FALSE,0,1,1
candido mota,SP,3510005,FALSE,FALSE,1,1,1
candido rodrigues,SP,3510104,FALSE,FALSE,1,1,1
canitar,SP,3510153,FALSE,FALSE,0,1,1
capao bonito,SP,3510203,FALSE,FALSE,1,1,1
capela do alto,SP,3510302,FALSE,FALSE,1,1,1
capivari,SP,3510401,FALSE,FALSE,1,1,1
caraguatatuba,SP,3510500,FALSE,FALSE,1,1,1
carapicuiba,SP,3510609,FALSE,FALSE,1,1,1
cardoso,SP,3510708,FALSE,FALSE,1,1,1
casa branca,SP,3510807,FALSE,FALSE,1,1,1
cassia dos coqueiros,SP,3510906,FALSE,FALSE,1,1,1
castilho,SP,3511003,FALSE,FALSE,1,1,1
catanduva,SP,3511102,FALSE,FALSE,1,1,1
catigua,SP,3511201,FALSE,FALSE,1,1,1
cedral,SP,3511300,FALSE,FALSE,1,1,1
cerqueira cesar,SP,3511409,FALSE,FALSE,1,1,1
cerquilho,SP,3511508,FALSE,FALSE,1,1,1
cesario lange,SP,3511607,FALSE,FALSE,1,1,1
charqueada,SP,3511706,FALSE,FALSE,1,1,1
clementina,SP,3511904,FALSE,FALSE,1,1,1
colina,SP,3512001,FALSE,FALSE,1,1,1
colombia,SP,3512100,FALSE,FALSE,1,1,1
conchal,SP,3512209,FALSE,FALSE,1,1,1
conchas,SP,3512308,FALSE,FALSE,1,1,1
cordeiropolis,SP,3512407,FALSE,FALSE,1,1,1
coroados,SP,3512506,FALSE,FALSE,1,1,1
coronel macedo,SP,3512605,FALSE,FALSE,1,1,1
corumbatai,SP,3512704,FALSE,FALSE,1,1,1
cosmopolis,SP,3512803,FALSE,FALSE,1,1,1
cosmorama,SP,3512902,FALSE,FALSE,1,1,1
cotia,SP,3513009,FALSE,FALSE,1,1,1
cravinhos,SP,3513108,FALSE,FALSE,1,1,1
cristais paulista,SP,3513207,FALSE,FALSE,1,1,1
cruzalia,SP,3513306,FALSE,FALSE,1,1,1
cruzeiro,SP,3513405,FALSE,FALSE,1,1,1
cubatao,SP,3513504,FALSE,FALSE,1,1,1
cunha,SP,3513603,FALSE,FALSE,1,1,1
descalvado,SP,3513702,FALSE,FALSE,1,1,1
diadema,SP,3513801,FALSE,FALSE,1,1,1
dirce reis,SP,3513850,FALSE,FALSE,0,1,1
divinolandia,SP,3513900,FALSE,FALSE,1,1,1
dobrada,SP,3514007,FALSE,FALSE,1,1,1
dois corregos,SP,3514106,FALSE,FALSE,1,1,1
dolcinopolis,SP,3514205,FALSE,FALSE,1,1,1
dourado,SP,3514304,FALSE,FALSE,1,1,1
dracena,SP,3514403,FALSE,FALSE,1,1,1
duartina,SP,3514502,FALSE,FALSE,1,1,1
dumont,SP,3514601,FALSE,FALSE,1,1,1
echapora,SP,3514700,FALSE,FALSE,1,1,1
eldorado,SP,3514809,FALSE,FALSE,1,1,1
elias fausto,SP,3514908,FALSE,FALSE,1,1,1
elisiario,SP,3514924,FALSE,FALSE,0,1,1
embauba,SP,3514957,FALSE,FALSE,0,1,1
embu das artes,SP,3515004,FALSE,FALSE,1,1,1
embu-guacu,SP,3515103,FALSE,FALSE,1,1,1
emilianopolis,SP,3515129,FALSE,FALSE,0,1,1
engenheiro coelho,SP,3515152,FALSE,FALSE,0,1,1
espirito santo do pinhal,SP,3515186,FALSE,FALSE,1,1,1
espirito santo do turvo,SP,3515194,FALSE,FALSE,0,1,1
estrela doeste,SP,3515202,FALSE,FALSE,1,1,1
estrela do norte,SP,3515301,FALSE,FALSE,1,1,1
euclides da cunha paulista,SP,3515350,FALSE,FALSE,0,1,1
fartura,SP,3515400,FALSE,FALSE,1,1,1
fernandopolis,SP,3515509,FALSE,FALSE,1,1,1
fernando prestes,SP,3515608,FALSE,FALSE,1,1,1
fernao,SP,3515657,FALSE,FALSE,0,1,1
ferraz de vasconcelos,SP,3515707,FALSE,FALSE,1,1,1
flora rica,SP,3515806,FALSE,FALSE,1,1,1
floreal,SP,3515905,FALSE,FALSE,1,1,1
florida paulista,SP,3516002,FALSE,FALSE,1,1,1
florinea,SP,3516101,FALSE,FALSE,1,1,1
franca,SP,3516200,FALSE,FALSE,1,1,1
francisco morato,SP,3516309,FALSE,FALSE,1,1,1
franco da rocha,SP,3516408,FALSE,FALSE,1,1,1
gabriel monteiro,SP,3516507,FALSE,FALSE,1,1,1
galia,SP,3516606,FALSE,FALSE,1,1,1
garca,SP,3516705,FALSE,FALSE,1,1,1
gastao vidigal,SP,3516804,FALSE,FALSE,1,1,1
gaviao peixoto,SP,3516853,FALSE,FALSE,0,1,1
general salgado,SP,3516903,FALSE,FALSE,1,1,1
getulina,SP,3517000,FALSE,FALSE,1,1,1
glicerio,SP,3517109,FALSE,FALSE,1,1,1
guaicara,SP,3517208,FALSE,FALSE,1,1,1
guaimbe,SP,3517307,FALSE,FALSE,1,1,1
guaira,SP,3517406,FALSE,FALSE,1,1,1
guapiacu,SP,3517505,FALSE,FALSE,1,1,1
guapiara,SP,3517604,FALSE,FALSE,1,1,1
guara,SP,3517703,FALSE,FALSE,1,1,1
guaracai,SP,3517802,FALSE,FALSE,1,1,1
guaraci,SP,3517901,FALSE,FALSE,1,1,1
guarani doeste,SP,3518008,FALSE,FALSE,1,1,1
guaranta,SP,3518107,FALSE,FALSE,1,1,1
guararapes,SP,3518206,FALSE,FALSE,1,1,1
guararema,SP,3518305,FALSE,FALSE,1,1,1
guaratingueta,SP,3518404,FALSE,FALSE,1,1,1
guarei,SP,3518503,FALSE,FALSE,1,1,1
guariba,SP,3518602,FALSE,FALSE,1,1,1
guaruja,SP,3518701,FALSE,FALSE,1,1,1
guarulhos,SP,3518800,FALSE,FALSE,1,1,1
guatapara,SP,3518859,FALSE,FALSE,0,1,1
guzolandia,SP,3518909,FALSE,FALSE,1,1,1
herculandia,SP,3519006,FALSE,FALSE,1,1,1
holambra,SP,3519055,FALSE,FALSE,0,1,1
hortolandia,SP,3519071,FALSE,FALSE,0,1,1
iacanga,SP,3519105,FALSE,FALSE,1,1,1
iacri,SP,3519204,FALSE,FALSE,1,1,1
iaras,SP,3519253,FALSE,FALSE,0,1,1
ibate,SP,3519303,FALSE,FALSE,1,1,1
ibira,SP,3519402,FALSE,FALSE,1,1,1
ibirarema,SP,3519501,FALSE,FALSE,1,1,1
ibitinga,SP,3519600,FALSE,FALSE,1,1,1
ibiuna,SP,3519709,FALSE,FALSE,1,1,1
icem,SP,3519808,FALSE,FALSE,1,1,1
iepe,SP,3519907,FALSE,FALSE,1,1,1
igaracu do tiete,SP,3520004,FALSE,FALSE,1,1,1
igarapava,SP,3520103,FALSE,FALSE,1,1,1
igarata,SP,3520202,FALSE,FALSE,1,1,1
iguape,SP,3520301,FALSE,FALSE,1,1,1
ilhabela,SP,3520400,FALSE,FALSE,1,1,1
ilha comprida,SP,3520426,FALSE,FALSE,0,1,1
ilha solteira,SP,3520442,FALSE,FALSE,0,1,1
indaiatuba,SP,3520509,FALSE,FALSE,1,1,1
indiana,SP,3520608,FALSE,FALSE,1,1,1
indiapora,SP,3520707,FALSE,FALSE,1,1,1
inubia paulista,SP,3520806,FALSE,FALSE,1,1,1
ipaussu,SP,3520905,FALSE,FALSE,1,1,1
ipero,SP,3521002,FALSE,FALSE,1,1,1
ipeuna,SP,3521101,FALSE,FALSE,1,1,1
ipigua,SP,3521150,FALSE,FALSE,0,1,1
iporanga,SP,3521200,FALSE,FALSE,1,1,1
ipua,SP,3521309,FALSE,FALSE,1,1,1
iracemapolis,SP,3521408,FALSE,FALSE,1,1,1
irapua,SP,3521507,FALSE,FALSE,1,1,1
irapuru,SP,3521606,FALSE,FALSE,1,1,1
itabera,SP,3521705,FALSE,FALSE,1,1,1
itai,SP,3521804,FALSE,FALSE,1,1,1
itajobi,SP,3521903,FALSE,FALSE,1,1,1
itaju,SP,3522000,FALSE,FALSE,1,1,1
itanhaem,SP,3522109,FALSE,FALSE,1,1,1
itaoca,SP,3522158,FALSE,FALSE,0,1,1
itapecerica da serra,SP,3522208,FALSE,FALSE,1,1,1
itapetininga,SP,3522307,FALSE,FALSE,1,1,1
itapeva,SP,3522406,FALSE,FALSE,1,1,1
itapevi,SP,3522505,FALSE,FALSE,1,1,1
itapira,SP,3522604,FALSE,FALSE,1,1,1
itapirapua paulista,SP,3522653,FALSE,FALSE,0,1,1
itapolis,SP,3522703,FALSE,FALSE,1,1,1
itaporanga,SP,3522802,FALSE,FALSE,1,1,1
itapui,SP,3522901,FALSE,FALSE,1,1,1
itapura,SP,3523008,FALSE,FALSE,1,1,1
itaquaquecetuba,SP,3523107,FALSE,FALSE,1,1,1
itarare,SP,3523206,FALSE,FALSE,1,1,1
itariri,SP,3523305,FALSE,FALSE,1,1,1
itatiba,SP,3523404,FALSE,FALSE,1,1,1
itatinga,SP,3523503,FALSE,FALSE,1,1,1
itirapina,SP,3523602,FALSE,FALSE,1,1,1
itirapua,SP,3523701,FALSE,FALSE,1,1,1
itobi,SP,3523800,FALSE,FALSE,1,1,1
itu,SP,3523909,FALSE,FALSE,1,1,1
itupeva,SP,3524006,FALSE,FALSE,1,1,1
ituverava,SP,3524105,FALSE,FALSE,1,1,1
jaborandi,SP,3524204,FALSE,FALSE,1,1,1
jaboticabal,SP,3524303,FALSE,FALSE,1,1,1
jacarei,SP,3524402,FALSE,FALSE,1,1,1
jaci,SP,3524501,FALSE,FALSE,1,1,1
jacupiranga,SP,3524600,FALSE,FALSE,1,1,1
jaguariuna,SP,3524709,FALSE,FALSE,1,1,1
jales,SP,3524808,FALSE,FALSE,1,1,1
jambeiro,SP,3524907,FALSE,FALSE,1,1,1
jandira,SP,3525003,FALSE,FALSE,1,1,1
jardinopolis,SP,3525102,FALSE,FALSE,1,1,1
jarinu,SP,3525201,FALSE,FALSE,1,1,1
jau,SP,3525300,FALSE,FALSE,1,1,1
jeriquara,SP,3525409,FALSE,FALSE,1,1,1
joanopolis,SP,3525508,FALSE,FALSE,1,1,1
joao ramalho,SP,3525607,FALSE,FALSE,1,1,1
jose bonifacio,SP,3525706,FALSE,FALSE,1,1,1
julio mesquita,SP,3525805,FALSE,FALSE,1,1,1
jumirim,SP,3525854,FALSE,FALSE,0,1,1
jundiai,SP,3525904,FALSE,FALSE,1,1,1
junqueiropolis,SP,3526001,FALSE,FALSE,1,1,1
juquia,SP,3526100,FALSE,FALSE,1,1,1
juquitiba,SP,3526209,FALSE,FALSE,1,1,1
lagoinha,SP,3526308,FALSE,FALSE,1,1,1
laranjal paulista,SP,3526407,FALSE,FALSE,1,1,1
lavinia,SP,3526506,FALSE,FALSE,1,1,1
lavrinhas,SP,3526605,FALSE,FALSE,1,1,1
leme,SP,3526704,FALSE,FALSE,1,1,1
lencois paulista,SP,3526803,FALSE,FALSE,1,1,1
limeira,SP,3526902,FALSE,FALSE,1,1,1
lindoia,SP,3527009,FALSE,FALSE,1,1,1
lins,SP,3527108,FALSE,FALSE,1,1,1
lorena,SP,3527207,FALSE,FALSE,1,1,1
lourdes,SP,3527256,FALSE,FALSE,0,1,1
louveira,SP,3527306,FALSE,FALSE,1,1,1
lucelia,SP,3527405,FALSE,FALSE,1,1,1
lucianopolis,SP,3527504,FALSE,FALSE,1,1,1
luis antonio,SP,3527603,FALSE,FALSE,1,1,1
luiziania,SP,3527702,FALSE,FALSE,1,1,1
lupercio,SP,3527801,FALSE,FALSE,1,1,1
lutecia,SP,3527900,FALSE,FALSE,1,1,1
macatuba,SP,3528007,FALSE,FALSE,1,1,1
macaubal,SP,3528106,FALSE,FALSE,1,1,1
macedonia,SP,3528205,FALSE,FALSE,1,1,1
magda,SP,3528304,FALSE,FALSE,1,1,1
mairinque,SP,3528403,FALSE,FALSE,1,1,1
mairipora,SP,3528502,FALSE,FALSE,1,1,1
manduri,SP,3528601,FALSE,FALSE,1,1,1
maraba paulista,SP,3528700,FALSE,FALSE,1,1,1
maracai,SP,3528809,FALSE,FALSE,1,1,1
marapoama,SP,3528858,FALSE,FALSE,0,1,1
mariapolis,SP,3528908,FALSE,FALSE,1,1,1
marilia,SP,3529005,FALSE,FALSE,1,1,1
marinopolis,SP,3529104,FALSE,FALSE,1,1,1
martinopolis,SP,3529203,FALSE,FALSE,1,1,1
matao,SP,3529302,FALSE,FALSE,1,1,1
maua,SP,3529401,FALSE,FALSE,1,1,1
mendonca,SP,3529500,FALSE,FALSE,1,1,1
meridiano,SP,3529609,FALSE,FALSE,1,1,1
mesopolis,SP,3529658,FALSE,FALSE,0,1,1
miguelopolis,SP,3529708,FALSE,FALSE,1,1,1
mineiros do tiete,SP,3529807,FALSE,FALSE,1,1,1
miracatu,SP,3529906,FALSE,FALSE,1,1,1
mira estrela,SP,3530003,FALSE,FALSE,1,1,1
mirandopolis,SP,3530102,FALSE,FALSE,1,1,1
mirante do paranapanema,SP,3530201,FALSE,FALSE,1,1,1
mirassol,SP,3530300,FALSE,FALSE,1,1,1
mirassolandia,SP,3530409,FALSE,FALSE,1,1,1
